-3.0,177
-3.0,178
-3.0,179
-3.0,178
-3.0,170
-3.0,181
-2.997148269853228,168
-2.967148269853228,168
-2.9371482698532283,165
-2.9369482698532283,168
-2.9365482698532284,166
-2.9361482698532284,174
-2.9357482698532285,172
-2.9353482698532285,173
-2.9349482698532285,174
-2.9345482698532286,173
-2.9341482698532286,172
-2.9337482698532287,176
-2.9333482698532287,170
-2.9329482698532288,171
-2.932548269853229,173
-2.932148269853229,171
-2.931748269853229,173
-2.931348269853229,174
-2.930948269853229,171
-2.930548269853229,171
-2.930148269853229,173
-2.929748269853229,173
-2.929348269853229,175
-2.928948269853229,171
-2.9285482698532292,166
-2.9281482698532293,166
-2.9277482698532293,164
-2.9273482698532294,166
-2.9273482698532294,176
-2.9269482698532294,171
-2.9265482698532295,164
-2.9261482698532295,164
-2.9261482698532295,163
-2.9261482698532295,163
-2.9261482698532295,178
-2.9261482698532295,168
-2.9261482698532295,166
-2.9261482698532295,167
-2.9261482698532295,170
-2.9261482698532295,167
-2.9261482698532295,176
-2.9260367569104186,163
-2.896036756910419,159
-2.895636756910419,158
-2.895436756910419,163
-2.895236756910419,160
-2.894836756910419,177
-2.894636756910419,162
-2.894436756910419,159
-2.894236756910419,158
-2.8642367569104192,163
-2.8342367569104194,159
-2.8042367569104196,177
-2.77423675691042,160
-2.77383675691042,154
-2.77383675691042,155
-2.77383675691042,154
-2.77383675691042,155
-2.77383675691042,179
-2.77343675691042,159
-2.77303675691042,153
-2.77303675691042,152
-2.77303675691042,152
-2.77303675691042,153
-2.77303675691042,179
-2.77263675691042,156
-2.77263675691042,153
-2.77263675691042,152
-2.77263675691042,153
-2.77263675691042,153
-2.77263675691042,181
-2.77223675691042,156
-2.77183675691042,151
-2.77183675691042,149
-2.77183675691042,155
-2.77183675691042,152
-2.77183675691042,179
-2.77183675691042,150
-2.77183675691042,147
-2.77183675691042,146
-2.77183675691042,147
-2.77183675691042,147
-2.771917303947936,180
-2.7716173039479357,149
-2.741617303947936,151
-2.741417303947936,148
-2.741017303947936,157
-2.740617303947936,152
-2.740417303947936,176
-2.740017303947936,148
-2.739817303947936,144
-2.7098173039479363,143
-2.7097187942969856,148
-2.679718794296986,144
-2.679518794296986,180
-2.679118794296986,145
-2.678718794296986,139
-2.678718794296986,138
-2.678718794296986,140
-2.678718794296986,139
-2.678718794296986,178
-2.678718794296986,141
-2.678718794296986,142
-2.6786187942969857,137
-2.6786187942969857,147
-2.6785187942969855,141
-2.6785187942969855,176
-2.6785187942969855,139
-2.6785187942969855,138
-2.6785187942969855,136
-2.6785187942969855,140
-2.6784187942969853,138
-2.6784187942969853,178
-2.678318794296985,139
-2.678318794296985,131
-2.678218794296985,129
-2.6781187942969846,132
-2.6781187942969846,131
-2.6781187942969846,175
-2.6781187942969846,134
-2.6781187942969846,133
-2.6781187942969846,130
-2.6781187942969846,134
-2.677925095837762,133
-2.647925095837762,177
-2.647725095837762,133
-2.647525095837762,131
-2.647125095837762,127
-2.646725095837762,133
-2.646625095837762,131
-2.646425095837762,177
-2.616425095837762,131
-2.6149796793098137,127
-2.6148796793098135,124
-2.6144796793098135,130
-2.5844796793098137,128
-2.5840796793098137,174
-2.583679679309814,128
-2.583279679309814,128
-2.5831796793098136,123
-2.5830796793098134,132
-2.5830796793098134,128
-2.5830796793098134,174
-2.5830796793098134,128
-2.5830796793098134,125
-2.5830796793098134,120
-2.582979679309813,129
-2.582979679309813,124
-2.582879679309813,173
-2.582879679309813,124
-2.582879679309813,123
-2.582779679309813,117
-2.582779679309813,127
-2.582779679309813,123
-2.582779679309813,171
-2.582779679309813,122
-2.582779679309813,121
-2.582779679309813,114
-2.582779679309813,125
-2.582779679309813,121
-2.582779679309813,170
-2.582779679309813,120
-2.582779679309813,116
-2.582779679309813,110
-2.582860183265978,119
-2.582660183265978,116
