-5.0,161
-5.0,182
-5.0,109
-5.0,54
-5.0,124
-5.0,222
-4.97,159
-4.9399999999999995,187
-4.909999999999999,112
-4.909799999999999,55
-4.909599999999998,105
-4.909399999999998,237
-4.909199999999998,159
-4.908899999999997,186
-4.908599999999997,117
-4.908399999999997,54
-4.908199999999996,115
-4.907999999999996,252
-4.9077999999999955,157
-4.907599999999995,189
-4.907399999999995,120
-4.9070999999999945,55
-4.906899999999994,118
-4.906699999999994,257
-4.906499999999993,160
-4.906299999999993,194
-4.906099999999992,120
-4.905899999999992,56
-4.905599999999992,117
-4.9052999999999916,253
-4.905099999999991,162
-4.904899999999991,193
-4.904799999999991,120
-4.9045999999999905,59
-4.90439999999999,115
-4.87439999999999,250
-4.87429999999999,163
-4.87409999999999,195
-4.873899999999989,119
-4.873699999999989,61
-4.873499999999988,107
-4.873299999999988,244
-4.873299999999988,166
-4.873299999999988,196
-4.873299999999988,118
-4.873299999999988,66
-4.873299999999988,98
-4.843299999999988,230
-4.843201022512214,174
-4.8430010225122135,196
-4.842801022512213,114
-4.842601022512213,72
-4.8423010225122125,86
-4.842101022512212,214
-4.841901022512212,179
-4.841701022512211,192
-4.841501022512211,114
-4.84130102251221,79
-4.84110102251221,64
-4.8409010225122096,207
-4.840701022512209,185
-4.840501022512209,191
-4.840301022512208,107
-4.840101022512208,79
-4.839901022512207,81
-4.839701022512207,206
-4.839501022512207,184
-4.839201022512206,188
-4.839001022512206,108
-4.838801022512206,83
-4.838601022512205,75
-4.838301022512205,199
-4.8381010225122045,185
-4.837901022512204,184
-4.837701022512204,103
-4.837501022512203,84
-4.837201022512203,96
-4.837001022512203,195
-4.836801022512202,186
-4.836601022512202,181
-4.836401022512201,100
-4.836201022512201,88
-4.8360010225122005,103
-4.8360010225122005,186
-4.8360010225122005,185
-4.8360010225122005,178
-4.8360010225122005,99
-4.8360010225122005,89
-4.8060010225122,116
-4.7760010225122,182
-4.7759010225122,182
-4.7757010225122,173
-4.775501022512199,98
-4.775301022512199,91
-4.775101022512199,118
-4.774901022512198,175
-4.774701022512198,184
-4.774501022512197,168
-4.774301022512197,98
-4.7741010225121965,95
-4.773901022512196,125
-4.773701022512196,161
-4.773501022512195,184
-4.773301022512195,152
-4.773101022512194,126
-4.772901022512194,108
-4.7727010225121935,22
-4.772501022512193,142
-4.772301022512193,184
-4.772101022512192,150
-4.771901022512192,128
-4.771701022512191,115
-4.771501022512191,23
-4.771301022512191,163
-4.77110102251219,185
-4.77090102251219,143
-4.770701022512189,130
-4.770501022512189,114
-4.770201022512189,26
-4.770001022512188,127
-4.769801022512188,187
-4.769601022512187,144
-4.769301022512187,135
-4.769101022512187,118
-4.769101022512187,30
-4.769101022512187,115
-4.769101022512187,186
-4.769101022512187,147
-4.769101022512187,138
-4.7684419343225155,119
-4.738441934322515,33
-4.7383419343225155,108
-4.738141934322515,183
-4.737941934322515,146
-4.737741934322514,138
-4.737541934322514,125
-4.737341934322513,36
-4.737141934322513,110
-4.736841934322513,181
-4.736641934322512,146
-4.736441934322512,135
-4.7362419343225115,131
-4.736041934322511,35
-4.735841934322511,117
-4.70584193432251,177
-4.67584193432251,151
-4.67564193432251,134
-4.675441934322509,137
-4.675241934322509,35
-4.6750419343225085,122
-4.674841934322508,173
-4.674641934322508,158
-4.674441934322507,129
-4.674241934322507,146
-4.674041934322506,39
-4.673841934322506,106
-4.6736419343225055,172
-4.673341934322505,155
-4.673141934322505,130
-4.6729419343225045,147
-4.672641934322504,38
-4.672441934322504,114
-4.6722419343225035,175
-4.672041934322503,162
-4.671841934322503,133
-4.671841934322503,147
-4.671841934322503,37
-4.671841934322503,170
-4.671841934322503,179
-4.671841934322503,165
-4.641841934322502,134
-4.611841934322502,149
-4.581841934322502,37
-4.581541934322502,180
-4.581341934322501,180
-4.581141934322501,164
-4.580841934322501,137
-4.5805419343225005,151
-4.5802419343225,40
-4.5799419343225,111
-4.5797419343225,182
-4.5794419343224995,167
-4.579141934322499,137
-4.578841934322499,152
-4.578541934322499,41
-4.5783419343224985,102
-4.578141934322498,185
-4.577841934322498,173
-4.577541934322498,137
-4.5772419343224975,153
-4.577041934322497,41
-4.576741934322497,102
-4.5765419343224965,188
-4.576241934322496,176
-4.576041934322496,136
-4.575841934322495,156
-4.575641934322495,42
-4.575441934322495,103
-4.575241934322494,188
-4.574941934322494,181
-4.5747419343224935,139
-4.574541934322493,153
-4.574441934322493,43
-4.574141934322493,99
-4.573941934322493,195
-4.5736419343224926,184
-4.5736419343224926,141
-4.5736419343224926,154
-4.5736419343224926,43
-4.5736419343224926,102
-4.5736419343224926,199
-4.543641934322492,188
-4.513641934322492,145
-4.513441934322492,154
-4.513241934322491,45
-4.513041934322491,106
-4.51284193432249,58
-4.51264193432249,168
-4.5124419343224895,116
-4.482441934322489,174
-4.482241934322489,114
-4.482041934322488,163
-4.481841934322488,48
-4.481641934322488,164
-4.481441934322487,123
-4.481241934322487,177
-4.481041934322486,104
-4.480841934322486,163
-4.4806419343224855,47
-4.480441934322485,165
-4.480241934322485,122
-4.480041934322484,183
-4.479841934322484,105
-4.479741934322484,167
-4.479541934322484,45
-4.479341934322483,169
-4.479141934322483,121
-4.478941934322482,186
-4.478741934322482,104
-4.4785419343224815,167
-4.478341934322481,46
-4.478241934322481,171
-4.478041934322481,122
-4.4778419343224805,188
-4.477741934322481,98
-4.477641934322481,175
-4.4774419343224805,73
-4.4774419343224805,173
-4.4774419343224805,50
-4.4774419343224805,184
-4.4774419343224805,111
-4.4774419343224805,172
-4.44744193432248,53
-4.41744193432248,176
-4.41724193432248,49
-4.416941934322479,179
-4.386941934322479,110
-4.386741934322479,170
-4.3864419343224785,77
-4.386241934322478,172
-4.386041934322478,55
-4.385841934322477,181
-4.385641934322477,106
-4.385441934322476,173
-4.385241934322476,51
-4.385041934322476,177
-4.384841934322475,54
-4.384641934322475,175
-4.3843419343224745,111
-4.384141934322474,174
-4.383941934322474,73
-4.383741934322473,176
-4.383441934322473,56
-4.383241934322473,176
-4.383041934322472,115
-4.382741934322472,178
-4.382541934322472,51
-4.382341934322471,175
-4.382141934322471,64
-4.38194193432247,171
-4.38174193432247,115
-4.3815419343224695,182
-4.381341934322469,73
-4.381141934322469,171
-4.380941934322468,58
-4.380741934322468,176
-4.380541934322467,118
-4.380341934322467,183
-4.380341934322467,73
-4.380341934322467,168
-4.380341934322467,46
-4.380341934322467,174
-4.380341934322467,125
-4.350341934322467,185
-4.3203419343224665,50
-4.320041934322466,165
-4.3199419343224665,44
-4.319741934322466,164
-4.319541934322466,124
-4.319341934322465,187
-4.319141934322465,51
-4.318941934322464,165
-4.318741934322464,44
-4.318541934322464,163
-4.318341934322463,124
-4.318141934322463,190
-4.317941934322462,78
-4.317741934322462,162
-4.3175419343224615,43
-4.317341934322461,168
-4.317141934322461,124
-4.31694193432246,193
-4.31674193432246,76
-4.316541934322459,158
-4.316341934322459,43
-4.3161419343224585,167
-4.315941934322458,127
-4.315741934322458,193
-4.315541934322457,75
-4.315341934322457,158
-4.315141934322456,47
-4.314941934322456,164
-4.314741934322456,129
-4.314541934322455,194
-4.314341934322455,70
-4.314141934322454,155
-4.313941934322454,52
-4.3137419343224535,159
-4.313541934322453,132
-4.313541934322453,193
-4.313541934322453,73
-4.313541934322453,154
-4.313541934322453,52
-4.313541934322453,183
-4.283541934322453,134
-4.2535419343224525,192
-4.253441934322453,47
-4.253141934322453,151
-4.223141934322452,52
-4.222941934322452,171
-4.222641934322452,136
-4.222441934322451,191
-4.222241934322451,75
-4.2220419343224505,145
-4.22184193432245,101
-4.22164193432245,175
-4.221441934322449,135
-4.221241934322449,188
-4.221041934322448,44
-4.220841934322448,145
-4.2206419343224475,98
-4.220541934322448,160
-4.220341934322447,135
-4.220141934322447,192
-4.2199419343224465,75
-4.219741934322446,154
-4.219541934322446,100
-4.219341934322445,165
-4.219141934322445,132
-4.218941934322444,182
-4.218741934322444,78
-4.2185419343224435,154
-4.218341934322443,100
-4.218141934322443,162
-4.217941934322442,129
-4.217741934322442,172
-4.217541934322441,79
-4.217341934322441,149
-4.2171419343224406,101
-4.217041934322441,162
-4.217041934322441,127
-4.217041934322441,165
-4.217041934322441,81
-4.217041934322441,141
-4.217041934322441,100
-4.215999287416588,159
-4.185999287416588,126
-4.185699287416588,157
-4.185599287416588,77
-4.185399287416588,137
-4.185199287416587,74
-4.184999287416587,165
-4.1847992874165865,126
-4.184599287416586,160
-4.184399287416586,84
-4.184199287416585,136
-4.183999287416585,70
-4.183799287416584,159
-4.183599287416584,126
-4.1833992874165835,149
-4.183199287416583,78
-4.182999287416583,128
-4.182799287416582,76
-4.182599287416582,163
-4.182399287416581,111
-4.182199287416581,151
-4.181999287416581,89
-4.18179928741658,121
-4.18159928741658,46
-4.181399287416579,154
