18.03465644681388,-18.034656446813873,18.03465644681387,-18.03465644681387,58.36137421274451
255543.2173287488,-215590.99258286745,41803.98572698781,296942.7650094517,-215864.93062915234
-1.622773834081307E9,-1.5695264614356115E9,2.8476686142619E8,-1.2142666790266614E9,-1.4457860373071556E9
-2.5369234954879155E9,-2.082767652440151E9,3.6761695979770837E9,3.4515173451451287E9,2.29503720715809E8
-1.5223153655628269E9,-2.014565389422511E8,3.4403460167765512E9,1.3943618662558446E9,-7.251251934001305E8
-7.73540491824762E8,-6.386721996127796E8,1.0546101408806841E9,9.305390935156809E8,1.079737534697944E7
-1.1337491876372678E9,-1.578196731988652E9,4.121375016538909E8,1.0233320927079425E9,1.6674717720266733E8
-1.2038971038991275E9,-1.2153345180505795E9,1.205544627430131E9,1.2407790005175285E9,2.379708943594557E7
-6.837096727595348E8,1.1283647048590645E8,2.0129808301096663E9,9.518901839551406E8,-2.645443724090835E8
-1.0306592906988708E9,-4.290221109534633E8,1.7808063797555623E9,7.251368343266717E8,-4.540322351834831E8
-1.3320201291235223E9,-9.53445259955493E8,2.0733217213286886E9,1.67799153158366E9,-1.6755190076999389E7
-5.481161887207409E8,794258.9364054793,1.6368223866617289E9,1.0782608321418707E9,-9650976.362711482
-5.540567642011193E8,-2.421194160166789E8,9.52515582404898E8,4.146256297734834E8,-2.2595247394697398E8
-7.27065650628573E8,-2.0205268505151615E8,1.6884689090308871E9,1.0741850354411638E9,-8.927077751266664E7
-7.404451646333321E8,-2.555451537047659E8,1.5784988325907192E9,9.612053062652607E8,-1.3239338489689076E8
-8.412667968347911E8,-3.3460730240641904E8,1.4561883504553533E9,5.50354896460665E8,-3.9917382906631625E8
-1.1213971042439983E9,-1.7987642015510067E8,3.6359592602371645E9,3.3251815828943763E9,6.307431372461092E8
-6.605642694721379E8,-4.046829763984202E8,1.1086660677972236E9,7.885870872836053E8,-6.4197556939900264E7
-5.666012546795099E8,-2.3380706047482276E8,1.0646608332211311E9,5.638006720724396E8,-1.680658364440037E8
-8.273216624488965E8,-4.960012998576331E8,1.5376100896333048E9,1.2533197740216434E9,4.703017747960232E7
-6.330132922269436E8,-2.967931608413083E8,9.497468817894078E8,2.572031312324356E8,-3.5632348867133635E8
-9.165340155759573E8,6729311.872073985,3.177825297860873E9,2.6686083043585825E9,4.140464644457403E8
-1.2975890283023212E9,-8.984250975693733E8,2.7753553342429333E9,3.054910592008773E9,6.787193189987879E8
-5.768084727727206E8,-3.3492450771336275E8,8.295544928363699E8,3.561112081410298E8,-2.315591891359816E8
-7.840443753773621E8,-5.46705874239679E8,1.444081269219202E9,1.3915650164279585E9,1.8482237884643978E8
-6.943892650694537E8,-4.508042369521755E8,9.449869084872313E8,4.642261585742894E8,-2.3717559129566276E8
-1.0407228132709372E9,-8.912570874779786E8,1.6877581162526188E9,1.8857934319791598E9,3.475011720195008E8
-7.050730523434384E8,-3.682757640873418E7,1.9247565782238064E9,1.1390184507286332E9,-1.1749252106046878E8
-1.2986913794768922E9,-1.3935429713886397E9,1.4387581436598206E9,1.86269364736462E9,3.290840422930518E8
-4.5553598049839604E8,-1.842526951571448E8,5.682926694038951E8,-1.333384247063417E8,-4.30347678268986E8
-6.046609013359697E8,-6.133035462399868E8,1.817012685620037E8,-2.1586856634696946E8,-4.0621234931299025E8
-2.299495713577441E8,3.382203491049437E8,5.799472343076177E8,-7.751578756661922E8,-7.869350590111217E8
6.474502434122046E8,1.7759741181978755E9,-3.823976276192669E8,-3.503509240782376E9,-1.9925876078774376E9
-3.1517626522453034E8,2.5915551752710906E8,5.729886674364979E8,-8.928582851543378E8,-8.915150393391962E8
-3.835494086139126E8,6.862345078665441E7,4.304088830595251E8,-8.799149046436296E8,-8.581507978025877E8
